,questions,documents,answers,explanations
120,"Kann die Einnahme von Nahrungsergänzungsmitteln mit Omega-3-Fettsäuren weiteren Herzinfarkten oder Schlaganfällen vorbeugen, wenn man bereits einen Herzinfarkt hatte?  Senkt sie in diesem Fall das Risiko, frühzeitig zu sterben??","Ihr Fazit: Zusätzliche Omega-3-Fettsäuren können wahrscheinlich nicht vor weiteren Herzinfarkten oder Schlaganfällen schützen. Omega-3-Fettsäuren: ohne Wirkung auf Herz und Gefäße  In der Zusammenfassung ergaben die Studien, dass Omega-3-Fettsäuren keinen Einfluss auf das Risiko haben, vorzeitig zu sterben. Auch „Rückfälle“ werden wahrscheinlich nicht verhindert  Eine zweite ebenso sorgfältig gemachte Übersichtsarbeit untersuchte, ob die vermehrte Einnahme von Omega-3-Fettsäuren weitere Erkrankungen verhindern kann, wenn die untersuchten Personen bereits einen Herzinfarkt hinter sich haben [2] . Es ist jedoch wahrscheinlich, dass zusätzliche Omega-3-Fettsäuren auch nach einem Herzinfarkt keinen Schutz bieten können.",no,"Die zusammengefassten Ergebnisse bisheriger Studien zeigen deutlich, dass Nahrungsergänzungsmittel mit Omega-3-Fettsäuren nicht vor akuten Herz-Kreislauf-Erkrankungen wie Herzinfarkt oder Schlaganfall schützen. Dasselbe gilt für besonders Omega-3-reiche Ernährung.  Zusätzliche Omega-3-Fettsäuren können auch das generelle Risiko, frühzeitig zu versterben, nicht verringern."
121,Können kosmetische Produkte mit Koffein für Haare und Kopfhaut gegen erblich bedingten Haarausfall helfen?,"Ebenso fanden wir keine Studien zur Wirkung von Koffein bei anderen Formen von Haarausfall. Ob Koffeinshampoo und Co. in der Praxis wirken, kann anhand dieser Ergebnissen also nicht beantwortet werden. Was es wirklich bringt, sich die Haare mit Koffeinshampoo zu waschen und andere kosmetische Produkte mit Koffein zu verwenden, ist allerdings unklar. Als vertrauenswürdig stufen wir dieses Ergebnis nicht ein.",unknown,"Koffein kann in die Haarwurzel eindringen und dort die Wachstumsphase der Haare verlängern – zumindest wenn der Haarausfall erblich bedingt ist (androgenetische Alopezie). Darauf deuten zumindest Studien aus dem Labor hin. Ob Koffein-Shampoo oder andere kosmetische Produkte mit Koffeine Frauen und Männern mit erblich bedingtem Haarausfall helfen, ist dadurch noch nicht gesagt. Vertrauenswürdige Forschung fehlt bisher."
122,"Ist Musiktherapie mit rhythmischem Training hilfreich für Parkinson-Betroffene, die Probleme beim Gehen haben?","Rhythmisches Gehtraining: Eventuell kleine Verbesserung  Es gibt viele Formen von Musiktherapie. Sie deutet darauf hin, dass rhythmisches Training die Gehgeschwindigkeit geringfügig erhöhen könnte. Der durchschnittliche Effekt scheint jedoch nicht besonders groß zu sein:   Ohne rhythmisches Training gingen die Teilnehmenden rund 56,5 Meter pro Minute  Mit rhythmischem Training gingen die Teilnehmenden rund 60 Meter pro Minute   Die Probandinnen und Probanden legten nach dem Training also rund 3,5 Meter mehr pro Minute zurück [1] .",yes,"Musiktherapie mit rhythmischem Training könnte Parkinson-Erkrankten dabei helfen, ein bisschen schneller und sicherer zu gehen. Der Effekt dürfte allerdings nicht sehr groß sein."
123,Helfen Präparate mit unverseifbaren Bestandteilen von Avocado-und Soja-Ölen (ASU) gegen Einschränkungen und Schmerzen bei Arthrose im Kniegelenk?,"Das Studienteam berichtet, dass sich bei einem Teil der Probandinnen und Probanden die Schmerzen und Bewegungseinschränkungen ein wenig besserten – und zwar bei jenen mit einer Knie-Arthrose und nur maximal 6 Monaten Beobachtungszeitraum. Bei einer Arthrose im Knie können Präparate mit Avocado- und Sojaöl also die Beschwerden wahrscheinlich – zumindest kurzfristig – etwas lindern. Dabei zeigte sich: Teilnehmende mit Kniearthrose profitierten wahrscheinlich von der Therapie – und zwar in spürbarem Ausmaß.",yes,Es gibt Hinweise auf eine geringfügige Wirksamkeit von Präparaten mit Avocado- und Sojaöl (ASU). Sie können wahrscheinlich Bewegungseinschränkungen und Schmerzen bei Arthrose des Kniegelenks etwas lindern – zumindest kurzfristig. Eine Wirkung bei Arthrose im Hüftgelenk konnte bisher nicht gezeigt werden. Mit Nebenwirkungen ist nicht zu rechnen.
124,Helfen Präparate mit unverseifbaren Bestandteilen von Avocado-und Soja-Ölen (ASU) gegen Einschränkungen und Schmerzen bei Arthrose im Hüftgelenk?,Im Gegensatz dazu ging es den Teilnehmerinnen und Teilnehmern mit einer Hüft-Arthrose nicht besser. Für eine Arthrose im Hüftgelenk gilt das offenbar nicht. Die ASU-Präparate lindern Schmerzen und Bewegungseinschränkung unter diesen Bedingungen offenbar nicht.,no,Es gibt Hinweise auf eine geringfügige Wirksamkeit von Präparaten mit Avocado- und Sojaöl (ASU). Sie können wahrscheinlich Bewegungseinschränkungen und Schmerzen bei Arthrose des Kniegelenks etwas lindern – zumindest kurzfristig. Eine Wirkung bei Arthrose im Hüftgelenk konnte bisher nicht gezeigt werden. Mit Nebenwirkungen ist nicht zu rechnen.
125,Ist die Einnahme von Präparaten mit unverseifbaren Bestandteilen von Avocado-und Soja-Ölen (ASU) sicher??,"Teilnehmende, die ein ASU-Präparat einnahmen, berichteten ebenso häufig (oder selten) von Nebenwirkungen wie Teilnehmende der Placebo-Gruppen. Das Ergebnis halten wir für vertrauenswürdig: Demnach sind Präparate mit ASU sicher.",yes,Es gibt Hinweise auf eine geringfügige Wirksamkeit von Präparaten mit Avocado- und Sojaöl (ASU). Sie können wahrscheinlich Bewegungseinschränkungen und Schmerzen bei Arthrose des Kniegelenks etwas lindern – zumindest kurzfristig. Eine Wirkung bei Arthrose im Hüftgelenk konnte bisher nicht gezeigt werden. Mit Nebenwirkungen ist nicht zu rechnen.
126,Kann die Einnahme von Chondroitin langfristig Schmerzen bei Arthrose lindern oder die Beweglichkeit verbessern?,"Die zusammengefassten Forschungsergebnisse [1-9] zeigen, dass die Einnahme von Chondroitin Schmerzen oder Beweglichkeit wahrscheinlich nicht verbessert. Die zusammengefassten Forschungsergebnisse [1-9] zeigen, dass die Einnahme von Chondroitin Schmerzen oder Beweglichkeit wahrscheinlich nicht verbessert. Die zusammengefassten Ergebnisse bisheriger Studien zeigen jedoch, dass auch die Kombination aus Chondroitin und Glucosamin kann Beschwerden bei Arthrose nicht lindern [1,4,6,7,9] . Das Ergebnis fällt in allen neun Fällen ähnlich aus: eine spürbare Besserung der Beschwerden durch Chondroitin ist unwahrscheinlich.",no,In den bisherigen Studien führte Chondroitin insgesamt zu keiner spürbaren Verbesserung der Beschwerden bei Arthrose. Die Ergebnisse unterscheiden sich jedoch teilweise voneinander. Das schränkt deren Aussagekraft etwas ein.
127,Hat die Einnahme von Arginin bei bestehenden Herz-Kreislauf-Erkrankungen einen Nutzen oder verhindert Arginin deren Entstehung?,"Nach drei Monaten wurden die Ergebnisse der beiden Gruppen verglichen, und die Studienautoren kamen zu einem eher ernüchternden Ergebnis: In der Arginin-Gruppe hatten sich im Vergleich zur Placebo-Gruppe weder Lebensqualität noch körperliche Belastbarkeit der Teilnehmenden verbessert. Wegen der geringen Zahl an Teilnehmenden und der kurzen Studiendauer lässt sich die Verträglichkeit von Arginin mit diesen Angaben nicht bewerten. Fraglich ist aus unserer Sicht auch, wie gut die Ergebnisse dieser Studie mit Herzschwäche-Betroffenen auf Menschen mit anderen Arten von Herz-Kreislauf-Erkrankungen übertragbar sind.",unknown,"Wir haben nur eine einzige kleine Studie gefunden, die eine für die Betroffenen spürbaren Nutzen untersucht hat. Bei Patientinnen und Patienten mit Herzschwäche hat die Einnahme von Arginin weder die körperliche Belastbarkeit noch die Lebensqualität verbessert. Wie verlässlich diese Ergebnisse sind, können wir wegen fehlender Details nicht abschließend bewerten. Daher können wir auch keine Aussagen zum Nutzen von Arginin treffen."
128,Wirkt „Detoxic“ gegen Bandwürmer und andere Parasiten? Hilft „Detoxic“ bei gesundheitlichen Beschwerden?,"Und selbst eine umfangreiche Recherche in drei internationalen Forschungsdatenbanken förderte keine Studien zu „Detoxic“ zutage. Es gibt keine Hinweise, dass deren Extrakte bei Wurmbefall oder gegen andere Parasiten helfen könnten – weder einzeln noch in kombinierter Form. Die Studien im Detail   Wir konnten keine Studien zu „Detoxic“ finden.",unknown,Es gibt keine veröffentlichten Studien zu „Detoxic“. Die behaupteten Wirkungen lassen sich nicht nachvollziehen und scheinen unseriös.
129,Ist Mannose zur Vorbeugung von wiederkehrenden Blasenentzündungen so gut oder besser geeignet wie Antibiotika?,"Insgesamt lässt sich zum jetzigen Zeitpunkt also keine sichere Aussage darüber treffen, ob Mannose tatsächlich wirksam und sicher ist, wenn es darum geht, Blasenentzündungen vorzubeugen. Deshalb ist es nicht sicher, ob Mannose tatsächlich besser verträglich ist als ein Antibiotikum.",unknown,"In zwei Studien kam es mit Mannose zwar ähnlich häufig oder sogar seltener zu Blasenentzündungen als mit einem Antibiotikum. Allerdings sind die Studien so schlecht gemacht, dass die Ergebnisse nicht vertrauenswürdig sind."
130,Senkt die Einnahme von Vitamin K bei älteren Frauen das Risiko für Knochenbrüche in der Wirbelsäule?,Bei Brüchen an anderen Knochen zeigte sich insgesamt ein kleiner Nutzen:   Ohne Vitamin K kam es bei 30 von 1000 Personen zu einem Knochenbruch.,no,Die Einnahme von Vitamin K verringert das Risiko für Wirbelbrüche wohl eher nicht. Diese Einschätzung ist aber nicht gut abgesichert. Das Risiko für sonstige Knochenbrüche könnte sich möglicherweise reduzieren – allerdings nur geringfügig. Auch diese Einschätzung ist mit einiger Unsicherheit behaftet.
131,Senkt die Einnahme von Vitamin K bei älteren Frauen das Risiko für sonstige Knochenbrüche??,"Demnach könnte die Einnahme von Vitamin K also 8 von 1000 Personen einen Knochenbruch ersparen. Die Schätzung für den schützenden Effekt von Vitamin K ist jedoch mit einer erheblichen Unsicherheit behaftet – er könnte auch deutlich kleiner sein. Die aktuelle Studienlage spricht also dafür, dass Vitamin K – wenn überhaupt – nur in sehr kleinem Ausmaß ältere Frauen mit Osteoporose vor Knochenbrüchen schützt.",yes,Die Einnahme von Vitamin K verringert das Risiko für Wirbelbrüche wohl eher nicht. Diese Einschätzung ist aber nicht gut abgesichert. Das Risiko für sonstige Knochenbrüche könnte sich möglicherweise reduzieren – allerdings nur geringfügig. Auch diese Einschätzung ist mit einiger Unsicherheit behaftet.
132,Sorgt Smartsleep für besseren bzw. erholsameren Schlaf?,Denn trotz umfassender Recherche in mehreren medizinischen Forschungsdatenbanken konnten wir keine Wirksamkeits-Studien zu Smartsleep finden. Einen Nachweis für eine Schlaf-verbessernden Wirkungen gibt es nicht. Die Studien im Detail   Wir haben keine Studien zu Smartsleep gefunden.,unknown,"Es gibt keine Studien zu diesem Nahrungsergänzungsmittel. Ob Smartsleep eine positive Wirkung auf den Schlaf hat, muss erst wissenschaftlich erforscht werden. Laut Hersteller ist dazu eine klinische Studie in Arbeit."
133,"Kann zusätzliches Tryptophan, als Nahrungsergänzungsmittel oder mit der Nahrung eingenommen, bei einer Depression helfen?","Seit langem beforscht, doch nicht belegt  Ob sich eine Ernährung mit vielen Tryptophan-reichen Nahrungsmitteln bei einer Depression günstig auswirkt, können wir nicht sagen. Egal ob aus Nahrungsmitteln oder in Form von Pillen: Ob Tryptophan tatsächlich die Beschwerden einer Depression lindert, kann die Wissenschaft mangels guter Studien (derzeit) nicht beantworten. Auch wenn künftige Studien möglicherweise ein deutlicheres Bild zeichnen können: Wir halten es für nicht sonderlich wahrscheinlich, dass Tryptophan alleine große Effekte haben kann. Die Ergebnisse können eine Wirkung von Tryptophan gegen Depression weder zeigen, noch widerlegen. Ob Tryptophan eine Therapie mit Antidepressiva wirksamer machen kann oder nicht, bleibt somit unklar.",unknown,Die Aminosäure Tryptophan taucht immer wieder als mögliche Behandlung bei Depressionen auf. Eine Wirkung konnte bisher wissenschaftlich jedoch nicht belegt werden. Aussagekräftige Studien zu Tryptophan gegen Depressionen fehlen.
134,Können Neuro-Socks Schmerzen lindern oder Gleichgewicht und Stabilität verbessern?,"Wie die Neuro-Socks durch Berührungsreize auf der Fußsohle Schmerzen lindern oder Stabilität und Kraft fördern sollen, war für uns auf dem üblichen Rechercheweg also nicht nachvollziehbar. Beim genaueren Hinsehen wird aus unserer Sicht jedoch schnell klar, dass diese Studien keinerlei Aussagekraft besitzen. Die Auswertung ist jedoch lückenhaft und erlaubt keine Schlüsse. Da wesentliche Informationen zum Ablauf der Studie fehlen, ist auch dieses Ergebnis weder nachvollziehbar noch vertrauenswürdig.",unknown,Es gibt keine wissenschaftlichen Hinweise auf eine solche Wirkung.
135,"Verhindert die abendliche Einnahme von Blutdruckmitteln mehr Herzinfarkte, Schlaganfälle und weitere akute Herz-Kreislauf-Erkrankungen?","Ob dies auch ein geringeres Risiko für Herzinfarkt, Schlaganfall und Co nach sich zieht, ist in den meisten Studien offen. Ob die Einnahme am Abend tatsächlich besser ist als die Einnahme am Morgen, ist deshalb trotz der ziemlich großen Studien weiterhin unklar. Daher können wir nicht abschätzen, ob die vermeintlichen Vorteile in der Abend-Gruppe tatsächlich auf die Blutdrucksenker oder zumindest teilweise auf andere Medikamente zurückzuführen ist.",unknown,"Laut zwei großen Studien soll die abendliche Einnahme von Blutdrucksenkern das Risiko für Herzinfarkte, Schlaganfälle und ähnliche akute Herz-Kreislauf-Erkrankungen im Vergleich zur morgendlichen Einnahme deutlich senken. Der beschriebene Effekt ist aber einerseits eher unsicher und andererseits wenig plausibel. Deshalb lässt sich nicht sagen, ob die abendliche Einnahme tatsächlich besser ist. Die größere der beiden Studien wird nochmals überprüft (Stand: Juni 2020)."
136,"Haben Nikotin bzw. Rauchen bei Covid-19 eine schützende Wirkung, d.h. bewahren sie vor einem schweren Verlauf oder dem Tod?","Daher können wir keine Schlüsse ziehen und schon gar keine mögliche Schutzwirkung von Nikotin herauslesen. Ob Raucherinnen und Raucher gehäuft an einer schweren Form von Covid-19 erkranken, lässt sich so nicht beantworten. Sie taugt aber keineswegs, um einen Schutzeffekt von Nikotin und Rauchen nahezulegen.",unknown,"Eine in vielen Medien zitierte Beobachtungsstudie aus einem Pariser Spital ist nicht geeignet, um diese Hypothese zu untermauern. Vielmehr ist es nach heutigem Stand des Wissens plausibel, dass Raucherinnen und Raucher bei Covid-19 ein erhöhtes Risiko haben könnten. Möglicherweise verläuft bei ihnen eine Coronainfektion eher schwer, sodass eine Beatmung notwendig ist oder der Tod eintritt."
137,Können Rotschimmelreis-Produkte die Cholesterinwerte im Blut senken?,"Laut Analyse können Rotschimmelreis-Produkte erhöhte Cholesterinwerte ähnlich gut senken wie das gängige Medikament Simvastatin. Wieder fand das Autorenteam Hinweise darauf, dass die Reisprodukte Cholesterinwerte günstig beeinflussen können. Wieder fand das Autorenteam Hinweise darauf, dass die Reisprodukte Cholesterinwerte günstig beeinflussen können.",yes,"Rotschimmelreis enthält von Natur aus die Substanz Lovastatin, die als Cholesterin-Senker wirkt. Die Lovastatin-Konzentration kann in Produkten aus Rotschimmelreis stark schwanken. Daher ist nicht gesichert, dass Rotschimmelreis so wirksam ist wie Medikamente mit einer kontrollierten Menge an Lovastatin. Je nach Dosierung sind unerwünschte Nebenwirkungen durch Rotschimmelreis möglich – wie auch bei den „echten“ Medikamenten."
138,Haben Produkte aus Rotschimmelreis weniger Nebenwirkungen als Cholesterin-senkende Arzneimittel namens Statine??,"„Natürlich“, aber nicht harmlos  Neben seinen positiven Effekten löst Lovastatin mitunter auch unangenehme bis ernste Nebenwirkungen aus. Nach Ansicht mehrerer Fachleute ähnelt Rotschimmelreis in Wirkung und Nebenwirkungen zu sehr einem Arzneimittel, um als harmlos erscheinendes Nahrungsergänzungsmittel durchzugehen [4,11,12] .",no,"Rotschimmelreis enthält von Natur aus die Substanz Lovastatin, die als Cholesterin-Senker wirkt. Die Lovastatin-Konzentration kann in Produkten aus Rotschimmelreis stark schwanken. Daher ist nicht gesichert, dass Rotschimmelreis so wirksam ist wie Medikamente mit einer kontrollierten Menge an Lovastatin. Je nach Dosierung sind unerwünschte Nebenwirkungen durch Rotschimmelreis möglich – wie auch bei den „echten“ Medikamenten."
